"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-21,"GA 501","PNK-CGK","87 ",0,87
2017-04-21,"GA 513","PNK-CGK","85 ",20,105
2017-04-21,"GA 511","PNK-CGK","123 ",24,147
2017-04-21,"GA 507","PNK-CGK","104 ",18,122
2017-04-21,"GA 505","PNK-CGK","126 ",1,127
2017-04-21,"GA 503","PNK-CGK","119 ",7,126
2017-04-21,"GA 7532","PNK-KTG","58 ",7,65
2017-04-21,"GA 7523","PNK-PKY","36 ",6,42
2017-04-21,"GA 7524","PNK-PSU","37 ",8,45
2017-04-21,"GA 7534","PNK-SQG","22 ",13,35
